mp-774945,2.34643435
mp-20012,-1.974584845
mp-690004,5.28951144
mp-757122,3.348130145
mp-504196,3.35863544
mp-771048,4.249947485
mp-540042,4.541800675
mp-756126,2.443622125
mp-778622,3.493991675
mp-764470,2.968298195
mp-764159,2.98733572
mp-761825,3.233683177
mp-773514,3.0175895
mp-778446,2.838271945
mp-752522,4.2337875
mp-554917,2.288637697
mp-26566,5.052201458
mp-1840,1.265109628
mp-849992,3.24280443
mp-759370,3.622156275
mp-759522,3.41051736
mp-774649,3.84954627
mp-780570,2.770851493
mp-570990,2.21424361
mp-758816,4.45244526
mp-694541,3.115360905
mp-769488,2.928681255
mp-752857,4.56518765
mp-756984,3.17339109
mp-764402,3.608010658
mp-775996,3.134087708
mp-1386044,1.90094932
mp-1101161,4.158621715
mp-755645,3.73209621
mp-774710,3.06906836
mp-760211,2.869295935
mp-766461,4.391737197
mp-761245,2.513238468
mp-754593,3.440850736
mp-1177704,3.812288105
mp-1178254,2.70167491
mp-754026,4.27684866
mp-755384,1.4465383
mp-31954,3.762422463
mp-771187,4.42145902
mp-770898,2.482979592
mp-867992,4.490853048
mp-1101729,5.010500919
mp-10631,0.94849008
mp-753788,5.181092205
mp-757412,3.93143
mp-769456,2.990433195
mp-849767,3.72120939
mp-775135,3.17160944
mp-761016,3.613747375
mp-753037,3.628776305
mp-1176684,3.991173698
mp-758621,3.58903038
mp-775270,4.045849752
mp-777235,2.599456685
mp-771523,2.096104392
mp-779530,5.584607037
mp-1177800,2.05158883
mp-1106357,-0.58731743
mp-756285,2.966611051
mp-756184,3.422388193
mp-771695,3.473392287
mp-754681,3.36560279
mp-1225001,0.68925364
mp-759677,3.807869068
mp-758665,2.602152063
mp-704185,4.286542235
mp-31554,4.716231572
mp-759495,2.819894493
mp-754773,3.75389655
mp-763318,3.77024831
mp-752714,5.232439825
mp-775807,3.030547243
mp-1364316,3.274833283
mp-755906,3.35590787
mp-776223,4.658407102
mp-27100,4.693817148
mp-697806,5.141478073
mp-26412,5.132882131
mp-773602,4.11365034
mp-769589,3.076266455
mp-757983,3.864078605
mp-752756,2.973424497
mp-504324,5.018669075
mp-753052,3.29389415
mp-705379,4.09892795
mp-1178446,4.180635853
mp-1047927,4.066260305
mp-766033,4.729073117
mp-756483,2.597148605
mp-756535,3.28281321
mp-1177706,2.57144692
mp-757479,3.90668081
mp-753509,2.85150256
mp-764645,4.63783101
mp-540420,5.47585603
mp-775818,1.564455847
mp-754705,3.335740405
mp-27016,3.749806203
mp-25436,1.995568685
mp-756523,3.47705879
mp-774654,3.915774967
mp-1341686,4.565053455
mp-759279,3.895163253
mp-756028,1.86056678
mp-689964,5.445463715
mp-684495,5.58885902
mp-780405,2.429127763
mp-1077177,0.61219491
mp-759933,1.929794272
mp-25830,4.209298555
mp-752557,3.86458755
mp-25433,1.90027408
mp-759957,3.883994195
mp-28269,2.743209288
mp-1184201,3.051636813
mp-758964,2.281886337
mp-19326,3.53148182
mp-769577,3.39684844
mp-771641,3.752382815
mp-18687,2.277757218
mp-774461,4.100290007
mp-25960,5.53315154
mp-772817,3.70935672
mp-771307,4.416589765
mp-752824,4.001693935
mp-764367,3.242452105
mp-25268,4.515949543
mp-756609,3.507760288
mp-850103,2.406404945
mp-754874,4.7248062
mp-752887,4.188573865
mp-27048,3.31064017
mp-849425,5.16070899
mp-759236,1.84718767
mp-773047,1.992480555
mp-849633,5.337189653
mp-756145,2.51620634
mp-504100,4.515675205
mp-540262,4.773315705
mp-760913,3.62198183
mp-850365,3.91916494
mp-776243,4.67406884
mp-26594,4.553676812
mp-26574,5.250353263
mp-585184,3.028032135
mp-764879,2.929938182
mp-775753,2.605008005
mp-773920,3.274852977
mp-756094,1.03151742
mp-573471,-0.366010053
mp-849520,3.722677633
mp-771820,3.45786327
mp-754558,4.176536183
mp-753550,2.23226038
mp-849747,3.16576729
mp-773053,3.68571445
mp-25214,3.346991155
mp-1101186,2.77876966
mp-849596,3.874465981
mp-756542,3.727771
mp-777408,4.48351114
mp-774811,3.51280724
mp-775296,2.903978555
mp-778021,4.878687584
mp-759456,4.46854084
mp-776109,3.038725125
mp-768933,3.489942338
mp-775192,3.965011995
mp-758389,3.132172037
mp-510752,3.012968545
mp-766548,1.828692237
mp-777463,6.140095485
mp-760178,4.460215342
mp-753350,4.15081283
mp-760358,2.992680835
mp-861444,2.386283923
mp-758950,3.34332669
mp-766151,3.646267255
mp-776152,3.619854937
mp-766596,1.601383301
mp-772395,3.20309071
mp-753236,2.13860727
mp-850539,4.567618837
mp-504348,4.05713229
mp-759108,4.96435508
mp-755191,4.06594632
mp-1120722,4.07532903
mp-584727,5.82326612
mp-1101349,3.342381355
mp-757128,5.046236255
mp-758703,3.871642213
mp-772337,4.603414585
mp-776100,3.561501283
mp-773198,4.19639511
mp-756391,4.060307115
mp-757374,2.327144366
mp-755571,2.85778465
mp-759807,3.626531285
mp-755872,2.672074607
mp-690014,4.919655113
mp-556540,2.255444817
mp-756478,2.48495258
